,prior,marginal,conditional_probability,source,percentile,p_value,bh_thresh,bayes ratio
8063,cholinergic plant,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7577,paralytic,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7576,dopamine agonist,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7575,cholinergic plant,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7574,chemical process,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7573,alcohol,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7572,salicylate,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7571,sexual enhancement,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7564,anticoagulant,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8064,dopamine agonist,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8066,abortifacient,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7570,snakes,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8067,analgesic,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8068,anticholinergic medicine,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7569,moiety,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7568,stimulants,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7567,antacid,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7566,misclassified,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
8065,paralytic,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7607,uncoupler,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7608,steroid,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7609,nootropic,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7647,cyanogenic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7646,nsaid,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8024,bulking agent,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8025,serm,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8026,metabolite,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7645,chemotherapeutic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7644,plant,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7643,functional class,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8023,antipsychotic,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7642,maoi,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7640,analgesic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7639,abortifacient,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7638,paralytic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7637,dopamine agonist,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7636,cholinergic plant,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8027,cannabinoid receptor agonists,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7635,chemical process,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7634,alcohol,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7641,anticholinergic medicine,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8028,endogenous chemical,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7648,anesthetic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7650,anabolic hormones,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7664,antidepressant,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7663,sedative,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8019,hiv medications,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7662,endogenous chemical,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7661,cannabinoid receptor agonists,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8020,nonopioid analgesic,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7660,metabolite,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7659,serm,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7649,hepatotoxin,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7658,bulking agent,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7656,psychedelic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7655,inhalant,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7654,nonopioid analgesic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7653,hiv medications,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8021,inhalant,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8022,psychedelic,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7652,antihyperglycemic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7651,antinausea,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7657,antipsychotic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7551,tricyclic antidepressants,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8029,sedative,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8031,structural class,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7618,unclear,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
8039,tricyclic antidepressants,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8040,antithyroid,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7617,serotonergic,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7616,opioid,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7615,vasoactive,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8041,nmda antagonist,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7614,nmda antagonist,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7619,cardioactive,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7613,antithyroid,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7612,tricyclic antidepressants,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7611,element,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7610,acetaminophen-containing,metabolic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8043,opioid,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8044,serotonergic,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8045,unclear,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
8046,cardioactive,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8047,antibiotic/antifungal,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8042,vasoactive,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8030,antidepressant,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7620,antibiotic/antifungal,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7622,ergot,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8032,chemical reagent,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7633,salicylate,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7632,sexual enhancement,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7631,snakes,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7630,moiety,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7629,stimulants,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8033,androgen/estrogen,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8034,uncoupler,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7621,ssri,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7628,antacid,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8035,steroid,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8036,nootropic,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8037,acetaminophen-containing,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7626,neurotoxin,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8038,element,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7625,anticoagulant,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7624,mushrooms,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7623,anti-inflammatory,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7627,misclassified,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7665,structural class,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8077,anabolic hormones,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7549,acetaminophen-containing,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7455,paralytic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7454,dopamine agonist,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7453,cholinergic plant,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7452,chemical process,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7451,alcohol,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7450,salicylate,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7449,sexual enhancement,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7448,snakes,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7447,moiety,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7446,stimulants,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7445,antacid,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7444,misclassified,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7443,neurotoxin,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7442,anticoagulant,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7441,mushrooms,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7440,anti-inflammatory,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7439,ergot,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7456,abortifacient,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8094,androgen/estrogen,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8093,chemical reagent,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7457,analgesic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8091,antidepressant,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7473,psychedelic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7472,inhalant,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7471,nonopioid analgesic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7470,hiv medications,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7469,antihyperglycemic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7468,antinausea,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7467,anabolic hormones,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7438,ssri,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7466,hepatotoxin,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7464,cyanogenic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7463,nsaid,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7462,chemotherapeutic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8092,structural class,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7461,plant,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7460,functional class,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7459,maoi,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7458,anticholinergic medicine,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7465,anesthetic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7437,antibiotic/antifungal,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7436,cardioactive,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7435,unclear,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7412,psychedelic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7411,inhalant,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7410,nonopioid analgesic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7409,hiv medications,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7408,antihyperglycemic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7407,antinausea,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7406,anabolic hormones,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7405,hepatotoxin,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7413,antipsychotic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7404,anesthetic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7403,cyanogenic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7402,nsaid,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7401,chemotherapeutic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7400,plant,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8096,steroid,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7399,functional class,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7398,maoi,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7397,anticholinergic medicine,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8095,uncoupler,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7474,antipsychotic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7414,bulking agent,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7416,metabolite,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7434,serotonergic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7433,opioid,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7432,vasoactive,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7431,nmda antagonist,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7430,antithyroid,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7429,tricyclic antidepressants,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7428,element,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7427,acetaminophen-containing,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7415,serm,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7426,nootropic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7424,uncoupler,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7423,androgen/estrogen,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7422,chemical reagent,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7421,structural class,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7420,antidepressant,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7419,sedative,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7418,endogenous chemical,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7417,cannabinoid receptor agonists,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7425,steroid,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7475,bulking agent,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7476,serm,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7477,metabolite,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7530,antihyperglycemic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7529,antinausea,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7528,anabolic hormones,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7527,hepatotoxin,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7526,anesthetic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8082,inhalant,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8083,psychedelic,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7525,cyanogenic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7531,hiv medications,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7524,nsaid,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7522,plant,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7521,functional class,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7520,maoi,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7519,anticholinergic medicine,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7518,analgesic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7517,abortifacient,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7516,paralytic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7515,dopamine agonist,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7523,chemotherapeutic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8084,antipsychotic,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7532,nonopioid analgesic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8081,nonopioid analgesic,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8078,antinausea,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7548,nootropic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7547,steroid,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8079,antihyperglycemic,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7546,uncoupler,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7545,androgen/estrogen,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7544,chemical reagent,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7543,structural class,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7533,inhalant,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7542,antidepressant,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7540,endogenous chemical,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7539,cannabinoid receptor agonists,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7538,metabolite,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8080,hiv medications,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7537,serm,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7536,bulking agent,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7535,antipsychotic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7534,psychedelic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7541,sedative,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7550,element,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7514,cholinergic plant,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7512,alcohol,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7494,opioid,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7493,vasoactive,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7492,nmda antagonist,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7491,antithyroid,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7490,tricyclic antidepressants,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7489,element,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7488,acetaminophen-containing,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7487,nootropic,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7495,serotonergic,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8090,sedative,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7485,uncoupler,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7484,androgen/estrogen,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7483,chemical reagent,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7482,structural class,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7481,antidepressant,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7480,sedative,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7479,endogenous chemical,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7478,cannabinoid receptor agonists,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7486,steroid,written media references,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7513,chemical process,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7496,unclear,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7498,antibiotic/antifungal,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8085,bulking agent,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8086,serm,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8087,metabolite,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7511,salicylate,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7510,sexual enhancement,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8088,cannabinoid receptor agonists,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7509,snakes,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7508,moiety,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7497,cardioactive,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7507,stimulants,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7505,misclassified,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,
7504,neurotoxin,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8089,endogenous chemical,endocrine,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7503,anticoagulant,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7502,mushrooms,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7501,anti-inflammatory,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7500,ergot,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7499,ssri,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7506,antacid,chemical process,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7396,analgesic,oncologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7666,chemical reagent,hematologic,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
8017,antinausea,perception,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7968,sedative,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7969,antidepressant,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7970,structural class,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7971,chemical reagent,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7972,androgen/estrogen,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7973,uncoupler,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7855,element,property of toxin,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7974,steroid,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7975,nootropic,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7976,acetaminophen-containing,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7977,element,neurologic disorder,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
7854,acetaminophen-containing,property of toxin,0.0,sd,0.39159424632903805,1.0,0.019579712316451905,0.0
