,prior,marginal,conditional_probability,source
3388,bulking agent,hiv medications,0.0,dd
3389,serm,hiv medications,0.0,dd
3390,metabolite,hiv medications,0.0,dd
3391,cannabinoid receptor agonists,hiv medications,1.755802928679285e-05,dd
3392,endogenous chemical,hiv medications,1.755802928679285e-05,dd
3393,sedative,hiv medications,0.0,dd
3394,antidepressant,hiv medications,0.0,dd
3395,structural class,hiv medications,0.0,dd
3396,chemical reagent,hiv medications,0.0,dd
3397,androgen/estrogen,hiv medications,0.0,dd
3398,uncoupler,hiv medications,0.0,dd
3399,steroid,hiv medications,0.0,dd
3400,nootropic,hiv medications,0.0,dd
3401,acetaminophen-containing,hiv medications,1.755802928679285e-05,dd
3402,element,hiv medications,0.0,dd
3403,tricyclic antidepressants,hiv medications,0.0,dd
3404,antithyroid,hiv medications,0.0,dd
3405,nmda antagonist,hiv medications,0.0,dd
3406,vasoactive,hiv medications,1.755802928679285e-05,dd
3407,opioid,nonopioid analgesic,5.85267642893095e-06,dd
3408,serotonergic,nonopioid analgesic,0.0,dd
3409,unclear,nonopioid analgesic,0.0,dd
3410,cardioactive,nonopioid analgesic,0.0,dd
3411,antibiotic/antifungal,nonopioid analgesic,0.0,dd
3412,ssri,nonopioid analgesic,0.0,dd
3413,ergot,nonopioid analgesic,0.0,dd
3414,anti-inflammatory,nonopioid analgesic,0.0,dd
3415,mushrooms,nonopioid analgesic,0.0,dd
3416,anticoagulant,nonopioid analgesic,0.0,dd
3417,neurotoxin,nonopioid analgesic,0.0,dd
3418,misclassified,nonopioid analgesic,0.0,dd
3419,antacid,nonopioid analgesic,0.0,dd
3420,stimulants,nonopioid analgesic,1.17053528578619e-05,dd
3421,moiety,nonopioid analgesic,0.0,dd
3422,snakes,nonopioid analgesic,0.0,dd
3423,sexual enhancement,nonopioid analgesic,0.0,dd
3424,salicylate,nonopioid analgesic,0.0,dd
3425,alcohol,nonopioid analgesic,1.17053528578619e-05,dd
3426,chemical process,nonopioid analgesic,0.0,dd
3427,cholinergic plant,nonopioid analgesic,0.0,dd
3428,dopamine agonist,nonopioid analgesic,0.0,dd
3429,paralytic,nonopioid analgesic,0.0,dd
3430,abortifacient,nonopioid analgesic,0.0,dd
3431,analgesic,nonopioid analgesic,0.0,dd
3432,anticholinergic medicine,nonopioid analgesic,0.0,dd
3433,maoi,nonopioid analgesic,0.0,dd
3434,functional class,nonopioid analgesic,0.0,dd
3435,plant,nonopioid analgesic,0.0,dd
3436,chemotherapeutic,nonopioid analgesic,0.0,dd
3437,nsaid,nonopioid analgesic,0.0,dd
3438,cyanogenic,nonopioid analgesic,0.0,dd
3439,anesthetic,nonopioid analgesic,0.0,dd
3440,hepatotoxin,nonopioid analgesic,0.0,dd
3441,anabolic hormones,nonopioid analgesic,0.0,dd
3442,antinausea,nonopioid analgesic,0.0,dd
3443,antihyperglycemic,nonopioid analgesic,0.0,dd
3444,hiv medications,nonopioid analgesic,0.0,dd
3445,nonopioid analgesic,nonopioid analgesic,0.0,dd
3446,inhalant,nonopioid analgesic,0.0,dd
3447,psychedelic,nonopioid analgesic,1.17053528578619e-05,dd
3448,antipsychotic,nonopioid analgesic,0.0,dd
3449,bulking agent,nonopioid analgesic,0.0,dd
3450,serm,nonopioid analgesic,0.0,dd
3451,metabolite,nonopioid analgesic,5.85267642893095e-06,dd
3452,cannabinoid receptor agonists,nonopioid analgesic,1.17053528578619e-05,dd
3453,endogenous chemical,nonopioid analgesic,0.0,dd
3454,sedative,nonopioid analgesic,0.0,dd
3455,antidepressant,nonopioid analgesic,0.0,dd
3456,structural class,nonopioid analgesic,0.0,dd
3457,chemical reagent,nonopioid analgesic,0.0,dd
3458,androgen/estrogen,nonopioid analgesic,0.0,dd
3459,uncoupler,nonopioid analgesic,0.0,dd
3460,steroid,nonopioid analgesic,0.0,dd
3461,nootropic,nonopioid analgesic,0.0,dd
3462,acetaminophen-containing,nonopioid analgesic,5.85267642893095e-06,dd
3463,element,nonopioid analgesic,0.0,dd
3464,tricyclic antidepressants,nonopioid analgesic,0.0,dd
3465,antithyroid,nonopioid analgesic,0.0,dd
3466,nmda antagonist,nonopioid analgesic,0.0,dd
3467,vasoactive,nonopioid analgesic,0.0,dd
3468,opioid,inhalant,2.3878919830038276e-05,dd
3469,serotonergic,inhalant,0.0,dd
3470,unclear,inhalant,0.0,dd
3471,cardioactive,inhalant,4.213927028830284e-06,dd
3472,antibiotic/antifungal,inhalant,0.0,dd
3473,ssri,inhalant,0.0,dd
3474,ergot,inhalant,2.809284685886856e-06,dd
3475,anti-inflammatory,inhalant,0.0,dd
3476,mushrooms,inhalant,0.0,dd
3477,anticoagulant,inhalant,0.0,dd
3478,neurotoxin,inhalant,0.0,dd
3479,misclassified,inhalant,0.0,dd
3480,antacid,inhalant,0.0,dd
3481,stimulants,inhalant,2.3878919830038276e-05,dd
3482,moiety,inhalant,2.809284685886856e-06,dd
3483,snakes,inhalant,0.0,dd
3484,sexual enhancement,inhalant,0.0,dd
3485,salicylate,inhalant,0.0,dd
3486,alcohol,inhalant,1.404642342943428e-06,dd
3487,chemical process,inhalant,0.0,dd
3488,cholinergic plant,inhalant,0.0,dd
3489,dopamine agonist,inhalant,0.0,dd
3490,paralytic,inhalant,1.404642342943428e-06,dd
3491,abortifacient,inhalant,0.0,dd
3492,analgesic,inhalant,0.0,dd
3493,anticholinergic medicine,inhalant,4.213927028830284e-06,dd
3494,maoi,inhalant,0.0,dd
3495,functional class,inhalant,7.0232117147171395e-06,dd
3496,plant,inhalant,0.0,dd
3497,chemotherapeutic,inhalant,0.0,dd
3498,nsaid,inhalant,0.0,dd
3499,cyanogenic,inhalant,0.0,dd
3500,anesthetic,inhalant,0.0,dd
3501,hepatotoxin,inhalant,0.0,dd
3502,anabolic hormones,inhalant,0.0,dd
3503,antinausea,inhalant,0.0,dd
3504,antihyperglycemic,inhalant,0.0,dd
3505,hiv medications,inhalant,0.0,dd
3506,nonopioid analgesic,inhalant,0.0,dd
3507,inhalant,inhalant,0.0,dd
3508,psychedelic,inhalant,3.090213154475542e-05,dd
3509,antipsychotic,inhalant,1.404642342943428e-06,dd
3510,bulking agent,inhalant,0.0,dd
3511,serm,inhalant,0.0,dd
3512,metabolite,inhalant,4.213927028830284e-06,dd
3513,cannabinoid receptor agonists,inhalant,5.618569371773712e-06,dd
3514,endogenous chemical,inhalant,5.618569371773712e-06,dd
3515,sedative,inhalant,2.809284685886856e-06,dd
3516,antidepressant,inhalant,2.809284685886856e-06,dd
3517,structural class,inhalant,1.1237138743547424e-05,dd
3518,chemical reagent,inhalant,1.6855708115321137e-05,dd
3519,androgen/estrogen,inhalant,0.0,dd
3520,uncoupler,inhalant,0.0,dd
3521,steroid,inhalant,0.0,dd
3522,nootropic,inhalant,0.0,dd
3523,acetaminophen-containing,inhalant,2.809284685886856e-06,dd
3524,element,inhalant,9.832496400603995e-06,dd
3525,tricyclic antidepressants,inhalant,1.404642342943428e-06,dd
3526,antithyroid,inhalant,0.0,dd
3527,nmda antagonist,inhalant,0.0,dd
3528,vasoactive,inhalant,0.0,dd
3529,opioid,psychedelic,5.2083665738644926e-06,dd
3530,serotonergic,psychedelic,4.568742608653063e-08,dd
3531,unclear,psychedelic,0.0,dd
3532,cardioactive,psychedelic,3.690138260835167e-07,dd
3533,antibiotic/antifungal,psychedelic,1.5111994782467825e-07,dd
3534,ssri,psychedelic,3.584705739097019e-07,dd
3535,ergot,psychedelic,1.5463436521594984e-07,dd
3536,anti-inflammatory,psychedelic,2.8115339130172695e-08,dd
3537,mushrooms,psychedelic,1.0543252173814762e-08,dd
3538,anticoagulant,psychedelic,3.514417391271587e-09,dd
3539,neurotoxin,psychedelic,3.514417391271587e-09,dd
3540,misclassified,psychedelic,0.0,dd
3541,antacid,psychedelic,0.0,dd
3542,stimulants,psychedelic,9.316720504260977e-06,dd
3543,moiety,psychedelic,3.4089848695334395e-07,dd
3544,snakes,psychedelic,0.0,dd
3545,sexual enhancement,psychedelic,7.028834782543174e-09,dd
3546,salicylate,psychedelic,0.0,dd
3547,alcohol,psychedelic,6.185374608637994e-07,dd
3548,chemical process,psychedelic,1.0543252173814762e-08,dd
3549,cholinergic plant,psychedelic,3.162975652144428e-08,dd
3550,dopamine agonist,psychedelic,2.1086504347629524e-08,dd
3551,paralytic,psychedelic,0.0,dd
3552,abortifacient,psychedelic,0.0,dd
3553,analgesic,psychedelic,2.1086504347629524e-08,dd
3554,anticholinergic medicine,psychedelic,6.88825808689231e-07,dd
3555,maoi,psychedelic,1.686920347810362e-07,dd
3556,functional class,psychedelic,2.2175973738923715e-06,dd
3557,plant,psychedelic,3.7252824347478827e-07,dd
3558,chemotherapeutic,psychedelic,1.6166319999849302e-07,dd
3559,nsaid,psychedelic,1.7572086956357936e-08,dd
3560,cyanogenic,psychedelic,0.0,dd
3561,anesthetic,psychedelic,1.4057669565086347e-08,dd
3562,hepatotoxin,psychedelic,0.0,dd
3563,anabolic hormones,psychedelic,1.4057669565086347e-08,dd
3564,antinausea,psychedelic,1.0543252173814762e-08,dd
3565,antihyperglycemic,psychedelic,2.8115339130172695e-08,dd
3566,hiv medications,psychedelic,0.0,dd
3567,nonopioid analgesic,psychedelic,7.028834782543174e-09,dd
3568,inhalant,psychedelic,7.731718260797492e-08,dd
3569,psychedelic,psychedelic,0.0,dd
3570,antipsychotic,psychedelic,1.0191810434687603e-07,dd
3571,bulking agent,psychedelic,0.0,dd
3572,serm,psychedelic,0.0,dd
3573,metabolite,psychedelic,2.2492271304138156e-07,dd
3574,cannabinoid receptor agonists,psychedelic,2.902908765190331e-06,dd
3575,endogenous chemical,psychedelic,2.1754243651971128e-06,dd
3576,sedative,psychedelic,4.5687426086530634e-07,dd
3577,antidepressant,psychedelic,3.514417391271587e-08,dd
3578,structural class,psychedelic,4.1188971825703e-06,dd
3579,chemical reagent,psychedelic,4.4281659130022e-07,dd
3580,androgen/estrogen,psychedelic,0.0,dd
3581,uncoupler,psychedelic,3.514417391271587e-09,dd
3582,steroid,psychedelic,3.514417391271587e-09,dd
3583,nootropic,psychedelic,1.4057669565086347e-08,dd
3584,acetaminophen-containing,psychedelic,5.552779478209108e-07,dd
3585,element,psychedelic,6.536816347765152e-07,dd
3586,tricyclic antidepressants,psychedelic,3.514417391271587e-08,dd
3587,antithyroid,psychedelic,0.0,dd
3588,nmda antagonist,psychedelic,1.7572086956357936e-08,dd
3589,vasoactive,psychedelic,2.916966434755417e-07,dd
3590,opioid,antipsychotic,2.0133206915522468e-05,dd
3591,serotonergic,antipsychotic,0.0,dd
3592,unclear,antipsychotic,0.0,dd
3593,cardioactive,antipsychotic,4.68214114314476e-07,dd
3594,antibiotic/antifungal,antipsychotic,2.34107057157238e-06,dd
3595,ssri,antipsychotic,2.34107057157238e-06,dd
3596,ergot,antipsychotic,0.0,dd
3597,anti-inflammatory,antipsychotic,0.0,dd
3598,mushrooms,antipsychotic,0.0,dd
3599,anticoagulant,antipsychotic,0.0,dd
3600,neurotoxin,antipsychotic,0.0,dd
3601,misclassified,antipsychotic,0.0,dd
3602,antacid,antipsychotic,0.0,dd
3603,stimulants,antipsychotic,1.2641781086490854e-05,dd
3604,moiety,antipsychotic,9.36428228628952e-07,dd
3605,snakes,antipsychotic,0.0,dd
3606,sexual enhancement,antipsychotic,0.0,dd
3607,salicylate,antipsychotic,0.0,dd
3608,alcohol,antipsychotic,9.36428228628952e-07,dd
3609,chemical process,antipsychotic,0.0,dd
3610,cholinergic plant,antipsychotic,0.0,dd
3611,dopamine agonist,antipsychotic,0.0,dd
3612,paralytic,antipsychotic,4.68214114314476e-07,dd
3613,abortifacient,antipsychotic,0.0,dd
3614,analgesic,antipsychotic,4.68214114314476e-07,dd
3615,anticholinergic medicine,antipsychotic,4.68214114314476e-06,dd
3616,maoi,antipsychotic,3.2774988002013324e-06,dd
3617,functional class,antipsychotic,9.36428228628952e-06,dd
3618,plant,antipsychotic,1.404642342943428e-06,dd
3619,chemotherapeutic,antipsychotic,0.0,dd
3620,nsaid,antipsychotic,0.0,dd
3621,cyanogenic,antipsychotic,0.0,dd
3622,anesthetic,antipsychotic,0.0,dd
3623,hepatotoxin,antipsychotic,0.0,dd
3624,anabolic hormones,antipsychotic,0.0,dd
3625,antinausea,antipsychotic,0.0,dd
3626,antihyperglycemic,antipsychotic,0.0,dd
3627,hiv medications,antipsychotic,4.68214114314476e-07,dd
3628,nonopioid analgesic,antipsychotic,0.0,dd
3629,inhalant,antipsychotic,4.68214114314476e-07,dd
3630,psychedelic,antipsychotic,1.3578209315119803e-05,dd
3631,antipsychotic,antipsychotic,0.0,dd
3632,bulking agent,antipsychotic,0.0,dd
3633,serm,antipsychotic,0.0,dd
3634,metabolite,antipsychotic,0.0,dd
3635,cannabinoid receptor agonists,antipsychotic,4.68214114314476e-06,dd
3636,endogenous chemical,antipsychotic,6.086783486088188e-06,dd
3637,sedative,antipsychotic,3.745712914515808e-06,dd
3638,antidepressant,antipsychotic,0.0,dd
3639,structural class,antipsychotic,8.896068171975044e-06,dd
3640,chemical reagent,antipsychotic,4.68214114314476e-07,dd
3641,androgen/estrogen,antipsychotic,0.0,dd
3642,uncoupler,antipsychotic,0.0,dd
3643,steroid,antipsychotic,0.0,dd
3644,nootropic,antipsychotic,0.0,dd
3645,acetaminophen-containing,antipsychotic,4.68214114314476e-07,dd
3646,element,antipsychotic,1.404642342943428e-06,dd
3647,tricyclic antidepressants,antipsychotic,0.0,dd
3648,antithyroid,antipsychotic,0.0,dd
3649,nmda antagonist,antipsychotic,9.36428228628952e-07,dd
3650,vasoactive,antipsychotic,4.68214114314476e-07,dd
3651,opioid,bulking agent,2.6337043930189275e-05,dd
3652,serotonergic,bulking agent,0.0,dd
3653,unclear,bulking agent,0.0,dd
3654,cardioactive,bulking agent,0.0,dd
3655,antibiotic/antifungal,bulking agent,0.0,dd
3656,ssri,bulking agent,8.779014643396425e-06,dd
3657,ergot,bulking agent,0.0,dd
3658,anti-inflammatory,bulking agent,0.0,dd
3659,mushrooms,bulking agent,0.0,dd
3660,anticoagulant,bulking agent,0.0,dd
3661,neurotoxin,bulking agent,0.0,dd
3662,misclassified,bulking agent,0.0,dd
3663,antacid,bulking agent,0.0,dd
3664,stimulants,bulking agent,8.779014643396425e-06,dd
3665,moiety,bulking agent,0.0,dd
3666,snakes,bulking agent,0.0,dd
3667,sexual enhancement,bulking agent,0.0,dd
3668,salicylate,bulking agent,0.0,dd
3669,alcohol,bulking agent,0.0,dd
3670,chemical process,bulking agent,0.0,dd
3671,cholinergic plant,bulking agent,0.0,dd
3672,dopamine agonist,bulking agent,0.0,dd
3673,paralytic,bulking agent,0.0,dd
3674,abortifacient,bulking agent,0.0,dd
3675,analgesic,bulking agent,0.0,dd
3676,anticholinergic medicine,bulking agent,0.0,dd
3677,maoi,bulking agent,0.0,dd
3678,functional class,bulking agent,0.0,dd
3679,plant,bulking agent,0.0,dd
3680,chemotherapeutic,bulking agent,0.0,dd
3681,nsaid,bulking agent,0.0,dd
3682,cyanogenic,bulking agent,0.0,dd
3683,anesthetic,bulking agent,0.0,dd
3684,hepatotoxin,bulking agent,0.0,dd
3685,anabolic hormones,bulking agent,0.0,dd
3686,antinausea,bulking agent,0.0,dd
3687,antihyperglycemic,bulking agent,0.0,dd
3688,hiv medications,bulking agent,0.0,dd
3689,nonopioid analgesic,bulking agent,0.0,dd
3690,inhalant,bulking agent,0.0,dd
3691,psychedelic,bulking agent,0.0,dd
3692,antipsychotic,bulking agent,0.0,dd
3693,bulking agent,bulking agent,0.0,dd
3694,serm,bulking agent,0.0,dd
3695,metabolite,bulking agent,0.0,dd
3696,cannabinoid receptor agonists,bulking agent,0.0,dd
3697,endogenous chemical,bulking agent,8.779014643396425e-06,dd
3698,sedative,bulking agent,0.0,dd
3699,antidepressant,bulking agent,0.0,dd
3700,structural class,bulking agent,8.779014643396425e-06,dd
3701,chemical reagent,bulking agent,0.0,dd
3702,androgen/estrogen,bulking agent,0.0,dd
3703,uncoupler,bulking agent,0.0,dd
3704,steroid,bulking agent,0.0,dd
3705,nootropic,bulking agent,0.0,dd
3706,acetaminophen-containing,bulking agent,0.0,dd
3707,element,bulking agent,1.755802928679285e-05,dd
3708,tricyclic antidepressants,bulking agent,0.0,dd
3709,antithyroid,bulking agent,0.0,dd
3710,nmda antagonist,bulking agent,0.0,dd
3711,vasoactive,bulking agent,0.0,dd
3712,opioid,serm,0.0,dd
3713,serotonergic,serm,0.0,dd
3714,unclear,serm,0.0,dd
3715,cardioactive,serm,0.0,dd
3716,antibiotic/antifungal,serm,0.0,dd
3717,ssri,serm,0.0,dd
3718,ergot,serm,0.0,dd
3719,anti-inflammatory,serm,0.0,dd
3720,mushrooms,serm,0.0,dd
3721,anticoagulant,serm,0.0,dd
3722,neurotoxin,serm,0.0,dd
3723,misclassified,serm,0.0,dd
3724,antacid,serm,0.0,dd
3725,stimulants,serm,7.02321171471714e-05,dd
3726,moiety,serm,0.0,dd
3727,snakes,serm,0.0,dd
3728,sexual enhancement,serm,0.0,dd
3729,salicylate,serm,0.0,dd
3730,alcohol,serm,0.0,dd
3731,chemical process,serm,0.0,dd
3732,cholinergic plant,serm,0.0,dd
3733,dopamine agonist,serm,0.0,dd
3734,paralytic,serm,0.0,dd
3735,abortifacient,serm,0.0,dd
3736,analgesic,serm,0.0,dd
3737,anticholinergic medicine,serm,0.0,dd
3738,maoi,serm,0.0,dd
3739,functional class,serm,0.0,dd
3740,plant,serm,0.0,dd
3741,chemotherapeutic,serm,0.0,dd
3742,nsaid,serm,0.0,dd
3743,cyanogenic,serm,0.0,dd
3744,anesthetic,serm,0.0,dd
3745,hepatotoxin,serm,0.0,dd
3746,anabolic hormones,serm,0.0,dd
3747,antinausea,serm,0.0,dd
3748,antihyperglycemic,serm,0.0,dd
3749,hiv medications,serm,0.0,dd
3750,nonopioid analgesic,serm,0.0,dd
3751,inhalant,serm,0.0,dd
3752,psychedelic,serm,0.0,dd
3753,antipsychotic,serm,0.0,dd
3754,bulking agent,serm,0.0,dd
3755,serm,serm,0.0,dd
3756,metabolite,serm,0.0,dd
3757,cannabinoid receptor agonists,serm,0.0,dd
3758,endogenous chemical,serm,3.51160585735857e-05,dd
3759,sedative,serm,0.0,dd
3760,antidepressant,serm,0.0,dd
3761,structural class,serm,0.0,dd
3762,chemical reagent,serm,0.0,dd
3763,androgen/estrogen,serm,0.0,dd
3764,uncoupler,serm,0.0,dd
3765,steroid,serm,0.0,dd
3766,nootropic,serm,0.0,dd
3767,acetaminophen-containing,serm,0.0,dd
3768,element,serm,0.0,dd
3769,tricyclic antidepressants,serm,0.0,dd
3770,antithyroid,serm,0.0,dd
3771,nmda antagonist,serm,0.0,dd
3772,vasoactive,serm,0.0,dd
3773,opioid,metabolite,1.587438264285381e-05,dd
3774,serotonergic,metabolite,0.0,dd
3775,unclear,metabolite,0.0,dd
3776,cardioactive,metabolite,2.405209491341486e-06,dd
3777,antibiotic/antifungal,metabolite,4.810418982682972e-07,dd
3778,ssri,metabolite,0.0,dd
3779,ergot,metabolite,2.8862513896097836e-06,dd
3780,anti-inflammatory,metabolite,0.0,dd
3781,mushrooms,metabolite,4.810418982682972e-07,dd
3782,anticoagulant,metabolite,0.0,dd
3783,neurotoxin,metabolite,0.0,dd
3784,misclassified,metabolite,0.0,dd
3785,antacid,metabolite,0.0,dd
3786,stimulants,metabolite,4.810418982682972e-05,dd
3787,moiety,metabolite,4.810418982682972e-06,dd
3788,snakes,metabolite,0.0,dd
3789,sexual enhancement,metabolite,0.0,dd
3790,salicylate,metabolite,0.0,dd
3791,alcohol,metabolite,5.29146088095127e-06,dd
3792,chemical process,metabolite,0.0,dd
3793,cholinergic plant,metabolite,1.924167593073189e-06,dd
3794,dopamine agonist,metabolite,0.0,dd
3795,paralytic,metabolite,0.0,dd
3796,abortifacient,metabolite,0.0,dd
3797,analgesic,metabolite,0.0,dd
3798,anticholinergic medicine,metabolite,9.139796067097648e-06,dd
3799,maoi,metabolite,0.0,dd
3800,functional class,metabolite,5.29146088095127e-06,dd
3801,plant,metabolite,6.2535446774878636e-06,dd
3802,chemotherapeutic,metabolite,3.848335186146378e-06,dd
3803,nsaid,metabolite,0.0,dd
3804,cyanogenic,metabolite,0.0,dd
3805,anesthetic,metabolite,0.0,dd
3806,hepatotoxin,metabolite,4.810418982682972e-07,dd
3807,anabolic hormones,metabolite,0.0,dd
3808,antinausea,metabolite,0.0,dd
3809,antihyperglycemic,metabolite,9.620837965365945e-07,dd
3810,hiv medications,metabolite,0.0,dd
3811,nonopioid analgesic,metabolite,4.810418982682972e-07,dd
3812,inhalant,metabolite,1.4431256948048918e-06,dd
3813,psychedelic,metabolite,3.078668148917102e-05,dd
3814,antipsychotic,metabolite,0.0,dd
3815,bulking agent,metabolite,0.0,dd
3816,serm,metabolite,0.0,dd
3817,metabolite,metabolite,0.0,dd
3818,cannabinoid receptor agonists,metabolite,5.772502779219567e-06,dd
3819,endogenous chemical,metabolite,1.395021504978062e-05,dd
3820,sedative,metabolite,1.924167593073189e-06,dd
3821,antidepressant,metabolite,0.0,dd
3822,structural class,metabolite,1.3469173151512323e-05,dd
3823,chemical reagent,metabolite,1.587438264285381e-05,dd
3824,androgen/estrogen,metabolite,0.0,dd
3825,uncoupler,metabolite,0.0,dd
3826,steroid,metabolite,9.620837965365945e-07,dd
3827,nootropic,metabolite,0.0,dd
3828,acetaminophen-containing,metabolite,1.924167593073189e-06,dd
3829,element,metabolite,8.177712270561054e-06,dd
3830,tricyclic antidepressants,metabolite,0.0,dd
3831,antithyroid,metabolite,4.810418982682972e-07,dd
3832,nmda antagonist,metabolite,0.0,dd
3833,vasoactive,metabolite,2.405209491341486e-06,dd
3834,opioid,cannabinoid receptor agonists,1.0221902198647719e-05,dd
3835,serotonergic,cannabinoid receptor agonists,1.390734993013295e-07,dd
3836,unclear,cannabinoid receptor agonists,0.0,dd
3837,cardioactive,cannabinoid receptor agonists,3.129153734279914e-07,dd
3838,antibiotic/antifungal,cannabinoid receptor agonists,3.129153734279914e-07,dd
3839,ssri,cannabinoid receptor agonists,4.519888727293209e-07,dd
3840,ergot,cannabinoid receptor agonists,2.433786237773266e-07,dd
3841,anti-inflammatory,cannabinoid receptor agonists,3.476837482533238e-08,dd
3842,mushrooms,cannabinoid receptor agonists,3.476837482533238e-08,dd
3843,anticoagulant,cannabinoid receptor agonists,0.0,dd
3844,neurotoxin,cannabinoid receptor agonists,3.476837482533238e-08,dd
3845,misclassified,cannabinoid receptor agonists,0.0,dd
3846,antacid,cannabinoid receptor agonists,0.0,dd
3847,stimulants,cannabinoid receptor agonists,1.7314650663015523e-05,dd
3848,moiety,cannabinoid receptor agonists,5.215256223799856e-07,dd
3849,snakes,cannabinoid receptor agonists,0.0,dd
3850,sexual enhancement,cannabinoid receptor agonists,0.0,dd
3851,salicylate,cannabinoid receptor agonists,0.0,dd
3852,alcohol,cannabinoid receptor agonists,1.8079554909172835e-06,dd
3853,chemical process,cannabinoid receptor agonists,0.0,dd
3854,cholinergic plant,cannabinoid receptor agonists,3.476837482533238e-08,dd
3855,dopamine agonist,cannabinoid receptor agonists,1.0430512447599713e-07,dd
3856,paralytic,cannabinoid receptor agonists,0.0,dd
3857,abortifacient,cannabinoid receptor agonists,1.738418741266619e-07,dd
3858,analgesic,cannabinoid receptor agonists,3.476837482533238e-08,dd
3859,anticholinergic medicine,cannabinoid receptor agonists,1.738418741266619e-06,dd
3860,maoi,cannabinoid receptor agonists,3.476837482533238e-07,dd
3861,functional class,cannabinoid receptor agonists,4.24174172869055e-06,dd
3862,plant,cannabinoid receptor agonists,1.112587994410636e-06,dd
3863,chemotherapeutic,cannabinoid receptor agonists,3.476837482533238e-07,dd
3864,nsaid,cannabinoid receptor agonists,0.0,dd
3865,cyanogenic,cannabinoid receptor agonists,0.0,dd
3866,anesthetic,cannabinoid receptor agonists,0.0,dd
3867,hepatotoxin,cannabinoid receptor agonists,6.953674965066476e-08,dd
3868,anabolic hormones,cannabinoid receptor agonists,3.476837482533238e-08,dd
3869,antinausea,cannabinoid receptor agonists,0.0,dd
3870,antihyperglycemic,cannabinoid receptor agonists,3.476837482533238e-08,dd
3871,hiv medications,cannabinoid receptor agonists,3.476837482533238e-08,dd
3872,nonopioid analgesic,cannabinoid receptor agonists,6.953674965066476e-08,dd
3873,inhalant,cannabinoid receptor agonists,1.390734993013295e-07,dd
3874,psychedelic,cannabinoid receptor agonists,2.8718677605724543e-05,dd
3875,antipsychotic,cannabinoid receptor agonists,3.476837482533238e-07,dd
3876,bulking agent,cannabinoid receptor agonists,0.0,dd
3877,serm,cannabinoid receptor agonists,0.0,dd
3878,metabolite,cannabinoid receptor agonists,4.1722049790398853e-07,dd
3879,cannabinoid receptor agonists,cannabinoid receptor agonists,0.0,dd
3880,endogenous chemical,cannabinoid receptor agonists,3.0248486098039167e-06,dd
3881,sedative,cannabinoid receptor agonists,1.008282869934639e-06,dd
3882,antidepressant,cannabinoid receptor agonists,2.0861024895199427e-07,dd
3883,structural class,cannabinoid receptor agonists,4.658962226594538e-06,dd
3884,chemical reagent,cannabinoid receptor agonists,3.824521230786562e-07,dd
3885,androgen/estrogen,cannabinoid receptor agonists,0.0,dd
3886,uncoupler,cannabinoid receptor agonists,0.0,dd
3887,steroid,cannabinoid receptor agonists,3.476837482533238e-08,dd
3888,nootropic,cannabinoid receptor agonists,3.476837482533238e-08,dd
3889,acetaminophen-containing,cannabinoid receptor agonists,7.649042461573124e-07,dd
3890,element,cannabinoid receptor agonists,1.2168931188866334e-06,dd
3891,tricyclic antidepressants,cannabinoid receptor agonists,1.390734993013295e-07,dd
3892,antithyroid,cannabinoid receptor agonists,0.0,dd
3893,nmda antagonist,cannabinoid receptor agonists,6.953674965066476e-08,dd
3894,vasoactive,cannabinoid receptor agonists,4.1722049790398853e-07,dd
3895,opioid,endogenous chemical,1.2900957268384862e-05,dd
3896,serotonergic,endogenous chemical,3.471109578937631e-07,dd
3897,unclear,endogenous chemical,0.0,dd
3898,cardioactive,endogenous chemical,2.0248139210469515e-06,dd
3899,antibiotic/antifungal,endogenous chemical,9.834810473656622e-07,dd
3900,ssri,endogenous chemical,3.3554059263063767e-06,dd
3901,ergot,endogenous chemical,8.099255684187806e-07,dd
3902,anti-inflammatory,endogenous chemical,5.785182631562718e-08,dd
3903,mushrooms,endogenous chemical,5.785182631562718e-08,dd
3904,anticoagulant,endogenous chemical,5.785182631562718e-08,dd
3905,neurotoxin,endogenous chemical,0.0,dd
3906,misclassified,endogenous chemical,0.0,dd
3907,antacid,endogenous chemical,5.785182631562718e-08,dd
3908,stimulants,endogenous chemical,3.0892875252544915e-05,dd
3909,moiety,endogenous chemical,2.6611840105188503e-06,dd
3910,snakes,endogenous chemical,0.0,dd
3911,sexual enhancement,endogenous chemical,1.1570365263125436e-07,dd
3912,salicylate,endogenous chemical,0.0,dd
3913,alcohol,endogenous chemical,6.363700894718991e-07,dd
3914,chemical process,endogenous chemical,1.1570365263125436e-07,dd
3915,cholinergic plant,endogenous chemical,0.0,dd
3916,dopamine agonist,endogenous chemical,2.3140730526250872e-07,dd
3917,paralytic,endogenous chemical,0.0,dd
3918,abortifacient,endogenous chemical,5.785182631562718e-08,dd
3919,analgesic,endogenous chemical,1.1570365263125436e-07,dd
3920,anticholinergic medicine,endogenous chemical,2.6611840105188503e-06,dd
3921,maoi,endogenous chemical,1.9669620947313243e-06,dd
3922,functional class,endogenous chemical,9.950514126287875e-06,dd
3923,plant,endogenous chemical,1.0413328736812894e-06,dd
3924,chemotherapeutic,endogenous chemical,5.206664368406447e-07,dd
3925,nsaid,endogenous chemical,5.785182631562718e-08,dd
3926,cyanogenic,endogenous chemical,0.0,dd
3927,anesthetic,endogenous chemical,0.0,dd
