,prior,conditional,conditional_probability
169724,mephedrone,dimenhydrinate,0.008849557522123894
169728,mephedrone,nicotine,0.0010193679918450561
169738,mephedrone,phenylalkylamines,0.014084507042253518
169752,mephedrone,chlorine,0.0045662100456621
169758,mephedrone,bupropion,0.008333333333333335
169776,mephedrone,fenfluramine,0.015625
169787,mephedrone,serotonin,0.0030135610246107484
169803,mephedrone,marijuana,0.0019311232700354047
169814,mephedrone,k2,0.017543859649122806
169823,mephedrone,methylphenidate,0.003076923076923077
169827,mephedrone,norepinephrine,0.0034364261168384888
169837,mephedrone,antidepressant,0.000945179584120983
169849,mephedrone,cannabinoid,0.018518518518518517
169854,mephedrone,thebaine,0.0033444816053511705
169857,mephedrone,chamomile,0.0038910505836575885
169858,mephedrone,MDMA,0.005018546803403885
169860,mephedrone,bufotenin,0.0021321961620469087
169876,mephedrone,phenylpropanolamine,0.007299270072992701
169888,mephedrone,benzylpiperazine,0.009009009009009007
169917,mephedrone,empathogen,0.015151515151515154
169970,mephedrone,hydrocodone,0.0025167785234899327
169983,mephedrone,tryptamine,0.0017793594306049823
170014,mephedrone,fentanyl,0.0017152658662092624
170018,mephedrone,phenethylamine,0.003706449221645664
170038,mephedrone,methylxanthines,0.022222222222222227
170067,mephedrone,methamphetamine,0.010197144799456152
170074,mephedrone,glycerol,0.028571428571428567
170082,mephedrone,psychonaut,0.0032467532467532465
170117,mephedrone,ephedrine,0.030303030303030307
170126,mephedrone,percocet,0.0032786885245901644
170139,mephedrone,wormwood,0.001988071570576541
170149,mephedrone,other,0.0014727540500736375
170152,mephedrone,acetaminophen,0.0019305019305019305
170164,mephedrone,ibogaine,0.0019960079840319364
170167,mephedrone,amphetamine,0.005582693649685974
170198,norgestimate,hormone,0.0017889087656529515
170637,norgestimate,glycine,0.037037037037037035
170820,pyrovalerone,oxycodone,0.0006472491909385112
170824,pyrovalerone,tranylcypromine,0.00546448087431694
170847,pyrovalerone,phenoperidine,0.01694915254237288
170863,pyrovalerone,LSD,0.00017593244194229416
170868,pyrovalerone,caffeine,0.0006020469596628537
170880,pyrovalerone,diethylpropion,0.016129032258064516
170882,pyrovalerone,phenelzine,0.0047393364928909965
170888,pyrovalerone,meperidine,0.0047393364928909965
170895,pyrovalerone,cocaine,0.0003965107057890563
170901,pyrovalerone,piperidino,0.01694915254237288
170912,pyrovalerone,mescaline,0.0004145936981757877
170919,pyrovalerone,opioids,0.0002671653753673524
170926,pyrovalerone,propoxyphene,0.004291845493562232
170929,pyrovalerone,ketobemidone,0.01694915254237288
170936,pyrovalerone,isomorphinans,0.01694915254237288
170937,pyrovalerone,salvia,0.0002685284640171858
170951,pyrovalerone,morphine,0.0005753739930955121
170956,pyrovalerone,methadone,0.0010928961748633882
170981,pyrovalerone,N-Ethyl-3-piperidyl benzilate,0.01694915254237288
170999,pyrovalerone,naloxone,0.004694835680751174
171007,pyrovalerone,benzphetamine,0.016129032258064516
171008,pyrovalerone,phenylalkylamines,0.014084507042253518
171029,pyrovalerone,clortermine,0.01694915254237288
171048,pyrovalerone,ergometrine,0.005154639175257732
171051,pyrovalerone,aminorex,0.013333333333333334
171057,pyrovalerone,serotonin,0.0005022601707684581
171058,pyrovalerone,pipradrol,0.015625
171072,pyrovalerone,vinblastine,0.007874015748031496
171073,pyrovalerone,marijuana,0.000321853878339234
171093,pyrovalerone,methylphenidate,0.003076923076923077
171097,pyrovalerone,norepinephrine,0.0017182130584192444
171098,pyrovalerone,hydroxyl,0.007042253521126761
171124,pyrovalerone,thebaine,0.0033444816053511705
171128,pyrovalerone,MDMA,0.0002181976871045167
171130,pyrovalerone,bufotenin,0.0021321961620469087
171139,pyrovalerone,epinephrine,0.0020202020202020198
171146,pyrovalerone,phenylpropanolamine,0.007299270072992701
171176,pyrovalerone,levophacetoperane,0.01694915254237288
171209,pyrovalerone,desmethylprodine,0.014492753623188406
171210,pyrovalerone,thymiquinone,0.01694915254237288
171215,pyrovalerone,chlorphentermine,0.01694915254237288
171240,pyrovalerone,hydrocodone,0.0008389261744966444
171242,pyrovalerone,hydromorphone,0.002444987775061125
171253,pyrovalerone,tryptamine,0.0005931198102016608
171277,pyrovalerone,loperamide,0.008547008547008548
171284,pyrovalerone,fentanyl,0.0017152658662092624
171288,pyrovalerone,phenethylamine,0.0007412898443291327
171299,pyrovalerone,psychotogen,0.010752688172043013
171311,pyrovalerone,phenylethylhydrazine,0.01694915254237288
171313,pyrovalerone,morphinans,0.012987012987012986
171318,pyrovalerone,mephentermine,0.01694915254237288
171328,pyrovalerone,benzodiazepine,0.0010515247108307043
171335,pyrovalerone,piperidyl,0.012820512820512822
171337,pyrovalerone,methamphetamine,0.0006798096532970769
171402,pyrovalerone,benzomorphans,0.01694915254237288
171419,pyrovalerone,other,0.0014727540500736375
171434,pyrovalerone,ibogaine,0.0019960079840319364
171437,pyrovalerone,amphetamine,0.0003489183531053734
171455,k2,oxycodone,0.0006472491909385112
171498,k2,LSD,0.0005277973258268825
171506,k2,cannabimimetic,0.02127659574468085
171530,k2,cocaine,0.001189532117367169
171554,k2,opioids,0.0010686615014694097
171572,k2,salvia,0.0005370569280343716
171602,k2,sodium,0.0013774104683195593
171633,k2,nicotine,0.001529051987767584
171657,k2,chlorine,0.0045662100456621
171672,k2,propranolol,0.03125
171708,k2,marijuana,0.0019311232700354047
171717,k2,mephedrone,0.00398406374501992
171732,k2,norepinephrine,0.0017182130584192444
171737,k2,methylenedioxypyrovalerone,0.037037037037037035
171763,k2,MDMA,0.0004363953742090334
171911,k2,ubiquinone,0.04
171963,k2,benzodiazepine,0.0010515247108307043
171972,k2,methamphetamine,0.0020394289598912306
171987,k2,psychonaut,0.0032467532467532465
172072,k2,amphetamine,0.0003489183531053734
172103,reserpate,hormone,0.0017889087656529515
172133,reserpate,LSD,0.0003518648838845883
172138,reserpate,caffeine,0.0012040939193257074
172154,reserpate,coriamyrtine,0.029411764705882356
172161,reserpate,pseudotutine,0.029411764705882356
172165,reserpate,cocaine,0.0007930214115781126
172182,reserpate,mescaline,0.0008291873963515755
172189,reserpate,opioids,0.0002671653753673524
172207,reserpate,salvia,0.0005370569280343716
172217,reserpate,pyridine,0.015037593984962409
172231,reserpate,anxiolytic,0.004329004329004329
172268,reserpate,nicotine,0.0010193679918450561
172300,reserpate,zygophyllaceae,0.021505376344086027
172318,reserpate,ergometrine,0.010309278350515464
172320,reserpate,glucose,0.006666666666666667
172327,reserpate,serotonin,0.0010045203415369162
172334,reserpate,scopalamine,0.00516795865633075
172342,reserpate,vinblastine,0.015748031496062992
172343,reserpate,marijuana,0.000643707756678468
172367,reserpate,norepinephrine,0.0034364261168384888
172384,reserpate,lasiantha,0.027777777777777776
172398,reserpate,MDMA,0.0004363953742090334
172400,reserpate,bufotenin,0.004264392324093817
172409,reserpate,epinephrine,0.0040404040404040395
172426,reserpate,myristicin,0.014084507042253518
172477,reserpate,dimethyltryptamine,0.007905138339920948
172481,reserpate,methoxyamphetamine,0.029411764705882356
172519,reserpate,pernod,0.014285714285714284
172523,reserpate,tryptamine,0.0011862396204033216
172557,reserpate,periwinkle,0.025641025641025644
172587,reserpate,benzene,0.0067340067340067354
172598,reserpate,benzodiazepine,0.0010515247108307043
172628,reserpate,norhyoscyamine,0.021978021978021976
172679,reserpate,wormwood,0.003976143141153082
172704,reserpate,ibogaine,0.003992015968063873
172707,reserpate,amphetamine,0.0006978367062107467
172866,imidazopyridine,anxiolytic,0.004329004329004329
172969,imidazopyridine,scopalamine,0.002583979328165375
173099,imidazopyridine,hyoscyamine,0.003355704697986577
173233,imidazopyridine,benzodiazepine,0.003154574132492114
173252,imidazopyridine,z-drug,0.015544041450777204
173324,imidazopyridine,other,0.0014727540500736375
173373,bromocriptine,hormone,0.0017889087656529515
173382,bromocriptine,elymoclavine,0.023255813953488372
173403,bromocriptine,LSD,0.0007037297677691766
173408,bromocriptine,caffeine,0.0012040939193257074
173435,bromocriptine,cocaine,0.0003965107057890563
173459,bromocriptine,opioids,0.0002671653753673524
173491,bromocriptine,morphine,0.0005753739930955121
173496,bromocriptine,methadone,0.0010928961748633882
173538,bromocriptine,nicotine,0.0005096839959225281
173588,bromocriptine,ergometrine,0.005154639175257732
173597,bromocriptine,serotonin,0.0005022601707684581
173613,bromocriptine,marijuana,0.000643707756678468
173647,bromocriptine,antidepressant,0.000945179584120983
173668,bromocriptine,MDMA,0.0002181976871045167
173686,bromocriptine,phenylpropanolamine,0.007299270072992701
173744,bromocriptine,quinine,0.01492537313432836
173842,bromocriptine,antiseptic,0.011904761904761904
173868,bromocriptine,benzodiazepine,0.0010515247108307043
173977,bromocriptine,amphetamine,0.0003489183531053734
174122,senecionine,pyridine,0.0075187969924812035
174248,senecionine,marijuana,0.000321853878339234
174630,proline,oxycodone,0.0006472491909385112
174652,proline,elymoclavine,0.023255813953488372
174673,proline,LSD,0.00017593244194229416
174858,proline,ergometrine,0.005154639175257732
174898,proline,bromocriptine,0.027027027027027025
175082,proline,glycine,0.037037037037037035
175129,proline,phenylalanine,0.013157894736842106
175364,lefetamine,opioids,0.0002671653753673524
175729,lefetamine,fentanyl,0.0017152658662092624
175733,lefetamine,phenethylamine,0.0007412898443291327
175900,ritonavir,oxycodone,0.0006472491909385112
175904,ritonavir,tranylcypromine,0.00546448087431694
175962,ritonavir,phenelzine,0.0047393364928909965
175968,ritonavir,meperidine,0.0047393364928909965
175980,ritonavir,selegiline,0.008403361344537815
175989,ritonavir,chlorpromazine,0.005025125628140704
175995,ritonavir,oxytocin,0.008547008547008548
175999,ritonavir,opioids,0.0002671653753673524
176031,ritonavir,morphine,0.0005753739930955121
176078,ritonavir,nicotine,0.0005096839959225281
176108,ritonavir,bupropion,0.004166666666666668
176119,ritonavir,ciprofloxacin,0.04
176126,ritonavir,fenfluramine,0.015625
176132,ritonavir,meclizine,0.015625
176137,ritonavir,serotonin,0.0005022601707684581
176153,ritonavir,marijuana,0.000321853878339234
176173,ritonavir,methylphenidate,0.003076923076923077
176178,ritonavir,hydroxyl,0.007042253521126761
176187,ritonavir,antidepressant,0.000945179584120983
176219,ritonavir,epinephrine,0.0020202020202020198
176296,ritonavir,furazolidone,0.013888888888888888
176304,ritonavir,buprenorphine,0.0038022813688212928
176320,ritonavir,hydrocodone,0.0008389261744966444
176336,ritonavir,isoniazid,0.04
176357,ritonavir,loperamide,0.008547008547008548
176364,ritonavir,fentanyl,0.0017152658662092624
176404,ritonavir,thioridazine,0.03448275862068965
176487,ritonavir,paroxetine,0.0055248618784530384
176502,ritonavir,acetaminophen,0.0019305019305019305
176515,ritonavir,dihydrocodeine,0.006711409395973155
176627,sugarcane,mescaline,0.0004145936981757877
176772,sugarcane,serotonin,0.0005022601707684581
176845,sugarcane,bufotenin,0.0021321961620469087
177134,sugarcane,other,0.0014727540500736375
177170,methylphenidate,oxycodone,0.0032362459546925572
177174,methylphenidate,tranylcypromine,0.016393442622950817
177176,methylphenidate,hypericum,0.012820512820512822
177183,methylphenidate,hormone,0.003577817531305903
177185,methylphenidate,fluoxetine,0.010471204188481676
177188,methylphenidate,tizanidine,0.027027027027027025
177194,methylphenidate,dalcipran,0.024390243902439025
177197,methylphenidate,phenoperidine,0.01694915254237288
177213,methylphenidate,LSD,0.0017593244194229413
177218,methylphenidate,caffeine,0.0036122817579771226
177223,methylphenidate,iprocin,0.0045662100456621
177230,methylphenidate,diethylpropion,0.016129032258064516
177232,methylphenidate,phenelzine,0.014218009478672987
177235,methylphenidate,insulin,0.012578616352201259
177238,methylphenidate,meperidine,0.014218009478672987
177245,methylphenidate,cocaine,0.003965107057890564
177246,methylphenidate,inositol,0.010526315789473684
177250,methylphenidate,selegiline,0.01680672268907563
177251,methylphenidate,piperidino,0.01694915254237288
177259,methylphenidate,chlorpromazine,0.010050251256281407
177262,methylphenidate,mescaline,0.00373134328358209
177269,methylphenidate,opioids,0.0018701576275714667
177276,methylphenidate,propoxyphene,0.008583690987124462
177277,methylphenidate,mirtazapine,0.01694915254237288
177279,methylphenidate,ketobemidone,0.01694915254237288
177286,methylphenidate,isomorphinans,0.01694915254237288
177287,methylphenidate,salvia,0.0008055853920515575
177301,methylphenidate,morphine,0.0028768699654775605
177304,methylphenidate,minaprine,0.024390243902439025
177306,methylphenidate,methadone,0.003278688524590164
177308,methylphenidate,sertraline,0.005847953216374269
177311,methylphenidate,anxiolytic,0.004329004329004329
177317,methylphenidate,sodium,0.0013774104683195593
177331,methylphenidate,N-Ethyl-3-piperidyl benzilate,0.01694915254237288
177341,methylphenidate,dextromethorphan,0.0017035775127768314
177344,methylphenidate,dimenhydrinate,0.017699115044247787
177348,methylphenidate,nicotine,0.003058103975535168
177349,methylphenidate,naloxone,0.004694835680751174
177357,methylphenidate,benzphetamine,0.03225806451612903
177358,methylphenidate,phenylalkylamines,0.028169014084507043
177368,methylphenidate,heroin,0.006535947712418301
177372,methylphenidate,chlorine,0.0045662100456621
177378,methylphenidate,bupropion,0.025000000000000005
177379,methylphenidate,clortermine,0.01694915254237288
177389,methylphenidate,ciprofloxacin,0.04
177392,methylphenidate,fluvoxamine,0.009433962264150943
177396,methylphenidate,fenfluramine,0.015625
177398,methylphenidate,ergometrine,0.005154639175257732
177400,methylphenidate,glucose,0.0033333333333333327
177401,methylphenidate,aminorex,0.013333333333333334
177402,methylphenidate,meclizine,0.015625
177404,methylphenidate,pramipexole,0.024390243902439025
177407,methylphenidate,serotonin,0.004018081366147665
177408,methylphenidate,pipradrol,0.03125
177414,methylphenidate,scopalamine,0.002583979328165375
177422,methylphenidate,vinblastine,0.007874015748031496
177423,methylphenidate,marijuana,0.002574831026713872
177429,methylphenidate,sumatriptan,0.026315789473684213
177432,methylphenidate,mephedrone,0.00398406374501992
177434,methylphenidate,pyrovalerone,0.01694915254237288
177442,methylphenidate,ritonavir,0.03125
177447,methylphenidate,norepinephrine,0.005154639175257733
177448,methylphenidate,hydroxyl,0.014084507042253518
177452,methylphenidate,methylenedioxypyrovalerone,0.037037037037037035
177457,methylphenidate,antidepressant,0.003780718336483932
177474,methylphenidate,thebaine,0.006688963210702341
177478,methylphenidate,MDMA,0.002400174558149684
177480,methylphenidate,bufotenin,0.0021321961620469087
177481,methylphenidate,vardenafil,0.023255813953488372
177489,methylphenidate,epinephrine,0.0060606060606060615
177496,methylphenidate,phenylpropanolamine,0.007299270072992701
177499,methylphenidate,dpt,0.0029368575624082235
177504,methylphenidate,mdmethcathinone,0.04
177508,methylphenidate,benzylpiperazine,0.009009009009009007
177526,methylphenidate,levophacetoperane,0.01694915254237288
177541,methylphenidate,venlafaxine,0.007575757575757577
177543,methylphenidate,phentolamine,0.018181818181818184
177555,methylphenidate,cathinone,0.015384615384615384
177559,methylphenidate,desmethylprodine,0.014492753623188406
177560,methylphenidate,thymiquinone,0.01694915254237288
177565,methylphenidate,chlorphentermine,0.01694915254237288
177566,methylphenidate,furazolidone,0.013888888888888888
177574,methylphenidate,buprenorphine,0.0076045627376425855
177581,methylphenidate,imipramine,0.01666666666666667
177590,methylphenidate,hydrocodone,0.003355704697986577
177592,methylphenidate,hydromorphone,0.004889975550122249
177603,methylphenidate,tryptamine,0.0005931198102016608
177606,methylphenidate,isoniazid,0.04
177614,methylphenidate,cipramil,0.015384615384615384
177627,methylphenidate,loperamide,0.008547008547008548
177634,methylphenidate,fentanyl,0.00686106346483705
177638,methylphenidate,phenethylamine,0.004447739065974797
177643,methylphenidate,diphenhydramine,0.015151515151515154
177645,methylphenidate,adrafinil,0.02083333333333333
177649,methylphenidate,psychotogen,0.010752688172043013
177661,methylphenidate,phenylethylhydrazine,0.01694915254237288
177663,methylphenidate,morphinans,0.012987012987012986
177667,methylphenidate,benzene,0.0033670033670033677
177668,methylphenidate,mephentermine,0.01694915254237288
177669,methylphenidate,phenylalanine,0.013157894736842106
177674,methylphenidate,thioridazine,0.03448275862068965
177678,methylphenidate,benzodiazepine,0.003154574132492114
177684,methylphenidate,isocarboxazid,0.011764705882352941
177685,methylphenidate,piperidyl,0.012820512820512822
177687,methylphenidate,methamphetamine,0.005438477226376615
177697,methylphenidate,z-drug,0.0051813471502590676
177719,methylphenidate,methylene,0.014492753623188406
177730,methylphenidate,rolipram,0.024390243902439025
177734,methylphenidate,thymoanaesthetiser,0.024390243902439025
177752,methylphenidate,benzomorphans,0.01694915254237288
177757,methylphenidate,paroxetine,0.016574585635359115
177759,methylphenidate,wormwood,0.001988071570576541
177769,methylphenidate,other,0.004418262150220914
177772,methylphenidate,acetaminophen,0.0019305019305019305
177784,methylphenidate,ibogaine,0.0019960079840319364
177785,methylphenidate,dihydrocodeine,0.01342281879194631
177787,methylphenidate,amphetamine,0.007676203768318212
177794,methylphenidate,coricidin,0.0037174721189591076
177805,hydroxyproline,oxycodone,0.0006472491909385112
178257,hydroxyproline,glycine,0.037037037037037035
178304,hydroxyproline,phenylalanine,0.013157894736842106
178456,chorpheniramine,pseudoephedrine,0.006289308176100629
178483,chorpheniramine,LSD,0.0003518648838845883
178488,chorpheniramine,caffeine,0.0006020469596628537
178532,chorpheniramine,mescaline,0.0004145936981757877
178557,chorpheniramine,salvia,0.0005370569280343716
178578,chorpheniramine,sertraline,0.005847953216374269
178611,chorpheniramine,dextromethorphan,0.0034071550255536627
178677,chorpheniramine,serotonin,0.0005022601707684581
178693,chorpheniramine,marijuana,0.0009655616350177019
178717,chorpheniramine,norepinephrine,0.0017182130584192444
178727,chorpheniramine,antidepressant,0.0028355387523629487
178748,chorpheniramine,MDMA,0.0004363953742090334
178759,chorpheniramine,epinephrine,0.0020202020202020198
178769,chorpheniramine,dpt,0.0014684287812041115
178860,chorpheniramine,hydrocodone,0.0008389261744966444
178972,chorpheniramine,psychonaut,0.0032467532467532465
179027,chorpheniramine,paroxetine,0.0055248618784530384
179042,chorpheniramine,acetaminophen,0.003861003861003861
179057,chorpheniramine,amphetamine,0.0006978367062107467
179064,chorpheniramine,coricidin,0.0037174721189591076
179202,ergocorninine,pyridine,0.0075187969924812035
179222,ergocorninine,sodium,0.0013774104683195593
179303,ergocorninine,ergometrine,0.005154639175257732
179304,ergocorninine,methylcarbinolamide,0.037037037037037035
179572,ergocorninine,benzene,0.0033670033670033677
179687,ergocorninine,ammonium,0.009345794392523366
179710,norepinephrine,oxycodone,0.0012944983818770227
179714,norepinephrine,tranylcypromine,0.027322404371584702
179716,norepinephrine,hypericum,0.012820512820512822
179723,norepinephrine,hormone,0.017889087656529516
179725,norepinephrine,fluoxetine,0.031413612565445025
179726,norepinephrine,pseudoephedrine,0.0031446540880503146
179734,norepinephrine,dalcipran,0.024390243902439025
179737,norepinephrine,phenoperidine,0.01694915254237288
179753,norepinephrine,LSD,0.002990851513019001
179757,norepinephrine,barbiturate,0.023529411764705882
179758,norepinephrine,caffeine,0.009030704394942805
179770,norepinephrine,diethylpropion,0.016129032258064516
179772,norepinephrine,phenelzine,0.028436018957345974
179774,norepinephrine,coriamyrtine,0.029411764705882356
179778,norepinephrine,meperidine,0.0047393364928909965
179780,norepinephrine,vasopressin,0.027027027027027025
179781,norepinephrine,pseudotutine,0.029411764705882356
179785,norepinephrine,cocaine,0.008723235527359237
179786,norepinephrine,inositol,0.021052631578947368
179790,norepinephrine,selegiline,0.01680672268907563
179791,norepinephrine,piperidino,0.01694915254237288
179799,norepinephrine,chlorpromazine,0.02010050251256281
179802,norepinephrine,mescaline,0.002902155887230514
179805,norepinephrine,oxytocin,0.025641025641025644
179809,norepinephrine,opioids,0.002938819129040876
179816,norepinephrine,propoxyphene,0.008583690987124462
179817,norepinephrine,mirtazapine,0.01694915254237288
179819,norepinephrine,ketobemidone,0.01694915254237288
179826,norepinephrine,isomorphinans,0.01694915254237288
179827,norepinephrine,salvia,0.0010741138560687433
179829,norepinephrine,choline,0.006896551724137932
179837,norepinephrine,pyridine,0.015037593984962409
179841,norepinephrine,morphine,0.004602991944764097
179844,norepinephrine,minaprine,0.024390243902439025
179846,norepinephrine,methadone,0.004371584699453553
179848,norepinephrine,sertraline,0.029239766081871343
179851,norepinephrine,anxiolytic,0.012987012987012988
179857,norepinephrine,sodium,0.006887052341597796
179871,norepinephrine,N-Ethyl-3-piperidyl benzilate,0.01694915254237288
179881,norepinephrine,dextromethorphan,0.0068143100511073255
179888,norepinephrine,nicotine,0.0020387359836901123
179889,norepinephrine,naloxone,0.009389671361502348
179897,norepinephrine,benzphetamine,0.016129032258064516
179898,norepinephrine,phenylalkylamines,0.014084507042253518
179912,norepinephrine,chlorine,0.0045662100456621
179916,norepinephrine,valproic acid,0.03333333333333334
179918,norepinephrine,bupropion,0.03333333333333334
179919,norepinephrine,clortermine,0.01694915254237288
179920,norepinephrine,zygophyllaceae,0.021505376344086027
179932,norepinephrine,fluvoxamine,0.02830188679245283
179937,norepinephrine,glucocorticoid,0.028571428571428567
179938,norepinephrine,ergometrine,0.015463917525773196
179940,norepinephrine,glucose,0.02
179941,norepinephrine,aminorex,0.02666666666666667
179944,norepinephrine,pramipexole,0.024390243902439025
179945,norepinephrine,risperidone,0.017241379310344827
179947,norepinephrine,serotonin,0.02159718734304369
179948,norepinephrine,pipradrol,0.015625
179953,norepinephrine,methylenedioxyamphetamines,0.038461538461538464
179954,norepinephrine,scopalamine,0.00516795865633075
179962,norepinephrine,vinblastine,0.02362204724409449
179963,norepinephrine,marijuana,0.004184100418410042
179972,norepinephrine,mephedrone,0.00796812749003984
179974,norepinephrine,pyrovalerone,0.01694915254237288
179975,norepinephrine,k2,0.017543859649122806
179976,norepinephrine,reserpate,0.029411764705882356
179984,norepinephrine,methylphenidate,0.009230769230769232
179986,norepinephrine,chorpheniramine,0.026315789473684213
179988,norepinephrine,hydroxyl,0.014084507042253518
179997,norepinephrine,antidepressant,0.011342155009451795
180004,norepinephrine,lasiantha,0.027777777777777776
180014,norepinephrine,thebaine,0.006688963210702341
180018,norepinephrine,MDMA,0.006982325987344534
180020,norepinephrine,bufotenin,0.010660980810234541
180021,norepinephrine,vardenafil,0.023255813953488372
180029,norepinephrine,epinephrine,0.01414141414141414
180036,norepinephrine,phenylpropanolamine,0.007299270072992701
180037,norepinephrine,THC,0.02298850574712644
180039,norepinephrine,dpt,0.0014684287812041115
180046,norepinephrine,myristicin,0.014084507042253518
180054,norepinephrine,entactogen,0.018518518518518517
180066,norepinephrine,levophacetoperane,0.01694915254237288
180080,norepinephrine,deliriant,0.010638297872340424
180081,norepinephrine,venlafaxine,0.015151515151515154
180083,norepinephrine,phentolamine,0.018181818181818184
180095,norepinephrine,cathinone,0.010256410256410256
180097,norepinephrine,dimethyltryptamine,0.011857707509881424
180099,norepinephrine,desmethylprodine,0.014492753623188406
180100,norepinephrine,thymiquinone,0.01694915254237288
180101,norepinephrine,methoxyamphetamine,0.029411764705882356
180105,norepinephrine,chlorphentermine,0.01694915254237288
180114,norepinephrine,buprenorphine,0.0038022813688212928
180121,norepinephrine,imipramine,0.01666666666666667
180130,norepinephrine,hydrocodone,0.0041946308724832215
180132,norepinephrine,hydromorphone,0.004889975550122249
180139,norepinephrine,pernod,0.014285714285714284
180142,norepinephrine,dehydroepiandrosterone,0.037037037037037035
180143,norepinephrine,tryptamine,0.005931198102016607
180144,norepinephrine,hydroxyzine,0.0125
180154,norepinephrine,cipramil,0.015384615384615384
180159,norepinephrine,olanzapine,0.007692307692307692
180166,norepinephrine,ubiquinone,0.04
180167,norepinephrine,loperamide,0.008547008547008548
180174,norepinephrine,fentanyl,0.0017152658662092624
180177,norepinephrine,periwinkle,0.025641025641025644
180178,norepinephrine,phenethylamine,0.005930318754633061
180185,norepinephrine,adrafinil,0.02083333333333333
180189,norepinephrine,psychotogen,0.021505376344086027
180201,norepinephrine,phenylethylhydrazine,0.01694915254237288
180203,norepinephrine,morphinans,0.012987012987012986
180207,norepinephrine,benzene,0.010101010101010102
180208,norepinephrine,mephentermine,0.01694915254237288
180209,norepinephrine,phenylalanine,0.013157894736842106
180218,norepinephrine,benzodiazepine,0.007360672975814931
180224,norepinephrine,isocarboxazid,0.035294117647058816
180225,norepinephrine,piperidyl,0.012820512820512822
180227,norepinephrine,methamphetamine,0.006118286879673692
180237,norepinephrine,z-drug,0.0051813471502590676
180240,norepinephrine,ecgonine,0.01785714285714286
180242,norepinephrine,psychonaut,0.006493506493506493
180248,norepinephrine,norhyoscyamine,0.021978021978021976
180259,norepinephrine,methylene,0.028985507246376805
180270,norepinephrine,rolipram,0.024390243902439025
180274,norepinephrine,thymoanaesthetiser,0.024390243902439025
180292,norepinephrine,benzomorphans,0.01694915254237288
180297,norepinephrine,paroxetine,0.027624309392265192
180299,norepinephrine,wormwood,0.005964214711729623
180309,norepinephrine,other,0.0073637702503681875
180312,norepinephrine,acetaminophen,0.0019305019305019305
180322,norepinephrine,ammonium,0.009345794392523366
180324,norepinephrine,ibogaine,0.00598802395209581
180325,norepinephrine,dihydrocodeine,0.006711409395973155
180327,norepinephrine,amphetamine,0.009769713886950452
180329,norepinephrine,adaptogen,0.006756756756756756
180334,norepinephrine,coricidin,0.007434944237918215
180345,hydroxyl,oxycodone,0.0012944983818770227
180349,hydroxyl,tranylcypromine,0.01092896174863388
180351,hydroxyl,hypericum,0.012820512820512822
180358,hydroxyl,hormone,0.0017889087656529515
180360,hydroxyl,fluoxetine,0.005235602094240838
180369,hydroxyl,dalcipran,0.024390243902439025
180372,hydroxyl,phenoperidine,0.01694915254237288
180376,hydroxyl,methane,0.02
180388,hydroxyl,LSD,0.00017593244194229416
180393,hydroxyl,caffeine,0.0006020469596628537
180405,hydroxyl,diethylpropion,0.016129032258064516
180407,hydroxyl,phenelzine,0.009478672985781993
180410,hydroxyl,insulin,0.006289308176100629
180413,hydroxyl,meperidine,0.0047393364928909965
180420,hydroxyl,cocaine,0.0007930214115781126
180421,hydroxyl,inositol,0.010526315789473684
180425,hydroxyl,selegiline,0.008403361344537815
180426,hydroxyl,piperidino,0.01694915254237288
180434,hydroxyl,chlorpromazine,0.005025125628140704
180437,hydroxyl,mescaline,0.0004145936981757877
180439,hydroxyl,psilocybin,0.010638297872340424
180440,hydroxyl,oxytocin,0.008547008547008548
180444,hydroxyl,opioids,0.0008014961261020572
180451,hydroxyl,propoxyphene,0.004291845493562232
180452,hydroxyl,mirtazapine,0.01694915254237288
180454,hydroxyl,ketobemidone,0.01694915254237288
180461,hydroxyl,isomorphinans,0.01694915254237288
180462,hydroxyl,salvia,0.0005370569280343716
180476,hydroxyl,morphine,0.0005753739930955121
180479,hydroxyl,minaprine,0.024390243902439025
180481,hydroxyl,methadone,0.0010928961748633882
180483,hydroxyl,sertraline,0.005847953216374269
180486,hydroxyl,anxiolytic,0.004329004329004329
180506,hydroxyl,N-Ethyl-3-piperidyl benzilate,0.01694915254237288
180523,hydroxyl,nicotine,0.0005096839959225281
180524,hydroxyl,naloxone,0.004694835680751174
180532,hydroxyl,benzphetamine,0.016129032258064516
180533,hydroxyl,phenylalkylamines,0.014084507042253518
180553,hydroxyl,bupropion,0.004166666666666668
180554,hydroxyl,clortermine,0.01694915254237288
180556,hydroxyl,dimethyl,0.023255813953488372
180567,hydroxyl,fluvoxamine,0.009433962264150943
180573,hydroxyl,ergometrine,0.005154639175257732
180575,hydroxyl,glucose,0.006666666666666667
180576,hydroxyl,aminorex,0.013333333333333334
180579,hydroxyl,pramipexole,0.024390243902439025
180582,hydroxyl,serotonin,0.0025113008538422904
180583,hydroxyl,pipradrol,0.015625
180597,hydroxyl,vinblastine,0.007874015748031496
180598,hydroxyl,marijuana,0.0009655616350177019
180604,hydroxyl,sumatriptan,0.026315789473684213
180609,hydroxyl,pyrovalerone,0.01694915254237288
180617,hydroxyl,ritonavir,0.03125
180619,hydroxyl,methylphenidate,0.006153846153846155
180623,hydroxyl,norepinephrine,0.0034364261168384888
180632,hydroxyl,antidepressant,0.000945179584120983
